Row,Tipo,Parola,Significato,Parti del discorso,Disambiguation,Root,Group,Special Note,Participio Passato Irregolare,Aus.,Prep. Before Next Infinitive,Dizionario
6099,Alta Disponibilità,sloveno,,"agg., s.m.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/sloveno
6100,Alta Disponibilità,smacchiare,1,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/smacchiare
6101,Alta Disponibilità,smacchiatore,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/smacchiatore
6102,Alto Uso,smaltimento,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/smaltimento
6103,Alta Disponibilità,smalto,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/smalto
6104,Alta Disponibilità,smascherare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/smascherare
6105,Alto Uso,smentire,,v.tr.,,,,"finire ""isc"" conjugation",,,,http://dizionario.internazionale.it/parola/smentire
6106,Fondamentale,smettere,,v.tr. e intr.,,,,,Irr PP: smesso,,di,http://dizionario.internazionale.it/parola/smettere
6107,Alta Disponibilità,smisurato,,"p.pass., agg.",,smisurare,,,,,,http://dizionario.internazionale.it/parola/smisurato
6108,Alta Disponibilità,smog,,s.m.inv.,,,,,,,,http://dizionario.internazionale.it/parola/smog
6109,Alto Uso,smontare,,v.tr. e intr.,,,,,,,,http://dizionario.internazionale.it/parola/smontare
6110,Alta Disponibilità,smorfia,1,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/smorfia
6111,Alta Disponibilità,smuovere,,v.tr.,,,,,Irr PP: smosso,,,http://dizionario.internazionale.it/parola/smuovere
6112,Alta Disponibilità,snack,,s.m.inv.,,,,,,,,http://dizionario.internazionale.it/parola/snack
6113,Alta Disponibilità,sneaker,,s.m.inv.,,,,,,,,http://dizionario.internazionale.it/parola/sneaker
6114,Alta Disponibilità,snello,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/snello
6115,Alta Disponibilità,soccorrere,,v.tr. e intr.,,,,,Irr PP: soccorso,,,http://dizionario.internazionale.it/parola/soccorrere
6116,Alto Uso,soccorso,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/soccorso
6117,Alta Disponibilità,socialdemocratico,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/socialdemocratico
6118,Fondamentale,sociale,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/sociale
6119,Alto Uso,socialista,,"agg., s.m. e f.",,,,,,,,http://dizionario.internazionale.it/parola/socialista
6120,Fondamentale,società,,s.f.inv.,,,,,,,,http://dizionario.internazionale.it/parola/societa
6121,Alta Disponibilità,socievole,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/socievole
6122,Alto Uso,socio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/socio
6123,Fondamentale,soddisfare,,v.tr. e intr.,,,,,,,,http://dizionario.internazionale.it/parola/soddisfare
6124,Alto Uso,soddisfatto,,"p.pass., agg.",,,,,,,,http://dizionario.internazionale.it/parola/soddisfatto
6125,Fondamentale,soddisfazione,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/soddisfazione
6126,Alto Uso,sodo,,"agg., s.m., avv.",,,,,,,,http://dizionario.internazionale.it/parola/sodo
6127,Alta Disponibilità,sofà,,s.m.inv.,,,,,,,,http://dizionario.internazionale.it/parola/sofa
6128,Fondamentale,sofferenza,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/sofferenza
6129,Alto Uso,soffermare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/soffermare
6130,Alto Uso,soffiare,,"v.intr., v.tr.",,,,,,,,http://dizionario.internazionale.it/parola/soffiare
6131,Alta Disponibilità,soffice,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/soffice
6132,Alta Disponibilità,soffitta,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/soffitta
6133,Alto Uso,soffitto,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/soffitto
6134,Alto Uso,soffocare,,v.tr. e intr.,,,,,,,,http://dizionario.internazionale.it/parola/soffocare
6135,Alta Disponibilità,soffriggere,,v.tr. e intr.,,,,,Irr PP: soffritto,,,http://dizionario.internazionale.it/parola/soffriggere
6136,Fondamentale,soffrire,,v.tr. e intr.,,,,,Irr PP: sofferto,,,http://dizionario.internazionale.it/parola/soffrire
6137,Alto Uso,sofisticato,,"p.pass., agg.",,sofisticare,,,,,,http://dizionario.internazionale.it/parola/sofisticato
6138,Alto Uso,software,,s.m.inv.,,,,,,,,http://dizionario.internazionale.it/parola/software
6139,Alto Uso,soggettivo,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/soggettivo
6140,Fondamentale,soggetto,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/soggetto
6141,Alto Uso,soggetto,2,agg.,,,,,,,,http://dizionario.internazionale.it/parola/soggetto_2
6142,Alta Disponibilità,soggezione,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/soggezione
6143,Fondamentale,soggiorno,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/soggiorno
6144,Alto Uso,soglia,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/soglia
6145,Alta Disponibilità,sogliola,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/sogliola
6146,Fondamentale,sognare,,v.tr. e intr.,,,,,,,di,http://dizionario.internazionale.it/parola/sognare
6147,Fondamentale,sogno,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/sogno
6148,Alta Disponibilità,sol,1,s.m.inv.,,,,,,,,http://dizionario.internazionale.it/parola/sol
6149,Alta Disponibilità,solaio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/solaio
6150,Fondamentale,solamente,,"avv., cong.",,solo,,,,,,http://dizionario.internazionale.it/parola/solamente
6151,Alto Uso,solare,1,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/solare
6152,Alto Uso,solco,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/solco
6153,Fondamentale,soldato,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/soldato
6154,Fondamentale,soldo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/soldo
6155,Fondamentale,sole,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/sole
6156,Alto Uso,solenne,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/solenne
6157,Alto Uso,solidarietà,,s.f.inv.,,,,,,,,http://dizionario.internazionale.it/parola/solidarieta
6158,Alto Uso,solido,1,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/solido
6159,Alto Uso,solitamente,,avv.,,solito,,,,,,http://dizionario.internazionale.it/parola/solitamente
6160,Alto Uso,solitario,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/solitario
6161,Fondamentale,solito,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/solito
6162,Alto Uso,solitudine,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/solitudine
6163,Alta Disponibilità,solletico,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/solletico
6164,Fondamentale,sollevare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/sollevare
6165,Alto Uso,sollievo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/sollievo
6166,Fondamentale,solo,,"agg., s.m., avv., cong.",,,,,,,,http://dizionario.internazionale.it/parola/solo
6167,Fondamentale,soltanto,,"avv., cong.",,,,,,,,http://dizionario.internazionale.it/parola/soltanto
6168,Fondamentale,soluzione,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/soluzione
6169,Alto Uso,somigliare,,v.intr. e tr.,,,,,,,,http://dizionario.internazionale.it/parola/somigliare
6170,Fondamentale,somma,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/somma
6171,Alto Uso,sommare,,v.tr. e intr.,,,,,,,,http://dizionario.internazionale.it/parola/sommare
6172,Fondamentale,sondaggio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/sondaggio
6173,Fondamentale,sonno,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/sonno
6174,Alto Uso,sonoro,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/sonoro
6175,Alta Disponibilità,soppalco,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/soppalco
6176,Fondamentale,sopportare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/sopportare
6177,Fondamentale,sopra,,"prep., avv., agg.inv., s.m.inv.",,,,,,,,http://dizionario.internazionale.it/parola/sopra
6178,Alta Disponibilità,soprabito,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/soprabito
6179,Alta Disponibilità,sopracciglio,,s.m.,,,,Irregular Plural,,,,http://dizionario.internazionale.it/parola/sopracciglio
6180,Alta Disponibilità,soprammobile,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/soprammobile
6181,Alta Disponibilità,soprannome,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/soprannome
6182,Fondamentale,soprattutto,,avv.,,,,,,,,http://dizionario.internazionale.it/parola/soprattutto
6183,Alta Disponibilità,sopravvalutare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/sopravvalutare
6184,Alto Uso,sopravvivenza,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/sopravvivenza
6185,Fondamentale,sopravvivere,,v.intr.,,,,,,,,http://dizionario.internazionale.it/parola/sopravvivere
6186,Alta Disponibilità,sorcio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/sorcio
6187,Alto Uso,sordo,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/sordo
6188,Fondamentale,sorella,,s.f.,,,Family,,,,,http://dizionario.internazionale.it/parola/sorella
6189,Alto Uso,sorgente,,"p.pres., agg., s.f., s.m.",,sorgere,,,,,,http://dizionario.internazionale.it/parola/sorgente
6190,Alto Uso,sorgere,,v.intr.,,,,,Irr PP: sorto,Essere,,http://dizionario.internazionale.it/parola/sorgere
6191,Alta Disponibilità,sorpassare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/sorpassare
6192,Alta Disponibilità,sorpasso,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/sorpasso
6193,Alto Uso,sorprendente,,"p.pres., agg.",,sorprendere,,,,,,http://dizionario.internazionale.it/parola/sorprendente
6194,Alto Uso,sorprendere,,v.tr.,,,,,Irr PP: sorpreso,,,http://dizionario.internazionale.it/parola/sorprendere
6195,Fondamentale,sorpresa,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/sorpresa
6196,Alta Disponibilità,sorridente,,"p.pres., agg.",,sorridere,,,,,,http://dizionario.internazionale.it/parola/sorridente
6197,Fondamentale,sorridere,,v.intr. e tr.,,,,,Irr PP: sorriso,,,http://dizionario.internazionale.it/parola/sorridere
6198,Fondamentale,sorriso,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/sorriso
6199,Alta Disponibilità,sorso,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/sorso
6200,Fondamentale,sorta,1,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/sorta
6201,Alto Uso,sorte,1,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/sorte
6202,Alta Disponibilità,sorteggiare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/sorteggiare
6203,Alta Disponibilità,sorteggio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/sorteggio
6204,Alto Uso,sorvegliare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/sorvegliare
6205,Alto Uso,sospendere,,v.tr.,,,,,Irr PP: sospeso,,,http://dizionario.internazionale.it/parola/sospendere
6206,Alto Uso,sospensione,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/sospensione
6207,Alto Uso,sospeso,,"p.pass., agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/sospeso
6208,Alto Uso,sospettare,,v.tr. e intr.,,,,,,,di,http://dizionario.internazionale.it/parola/sospettare
6209,Fondamentale,sospetto,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/sospetto
6210,Fondamentale,sospetto,2,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/sospetto_2
6211,Alto Uso,sospirare,,v.intr. e tr.,,,,,,,,http://dizionario.internazionale.it/parola/sospirare
6212,Alto Uso,sospiro,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/sospiro
6213,Alto Uso,sosta,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/sosta
6214,Fondamentale,sostanza,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/sostanza
6215,Alto Uso,sostanzialmente,,avv.,,sostanziale,,,,,,http://dizionario.internazionale.it/parola/sostanzialmente
6216,Alta Disponibilità,sostare,,v.intr. e tr.,,,,,,,,http://dizionario.internazionale.it/parola/sostare
6217,Alto Uso,sostegno,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/sostegno
6218,Fondamentale,sostenere,,v.tr.,,,,,,,di,http://dizionario.internazionale.it/parola/sostenere
6219,Alto Uso,sostenitore,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/sostenitore
6220,Fondamentale,sostituire,,v.tr.,,,,"finire ""isc"" conjugation",,,,http://dizionario.internazionale.it/parola/sostituire
6221,Alto Uso,sostituzione,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/sostituzione
6222,Alta Disponibilità,sottaceto,,"agg.inv., avv., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/sottaceto
6223,Alto Uso,sotterraneo,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/sotterraneo
6224,Fondamentale,sottile,,"agg., s.m., avv.",,,,,,,,http://dizionario.internazionale.it/parola/sottile
6225,Alta Disponibilità,sottinteso,,"p.pass., agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/sottinteso
6226,Fondamentale,sotto,,"prep., avv., agg.inv., s.m.inv.",,,,,,,,http://dizionario.internazionale.it/parola/sotto
6227,Alto Uso,sottofondo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/sottofondo
6228,Fondamentale,sottolineare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/sottolineare
6229,Alta Disponibilità,sottolio,,"avv., agg.inv.",,,,,,,,http://dizionario.internazionale.it/parola/sottolio
6230,Alta Disponibilità,sottomarino,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/sottomarino
6231,Alta Disponibilità,sottopassaggio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/sottopassaggio
6232,Fondamentale,sottoporre,,v.tr.,,-porre,,-rre verb,Irr PP: sottoposto,,,http://dizionario.internazionale.it/parola/sottoporre
6233,Alto Uso,sottoscrivere,,v.tr. e intr.,,,,,Irr PP: sottoscritto,,,http://dizionario.internazionale.it/parola/sottoscrivere
6234,Alto Uso,sottovalutare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/sottovalutare
6235,Alto Uso,sottrarre,,v.tr.,,-trarre,,-rre verb,Irr PP: sottratto,,,http://dizionario.internazionale.it/parola/sottrarre
6236,Alto Uso,sovietico,,"agg., s.m.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/sovietico
6237,Alto Uso,sovrano,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/sovrano
6238,Alto Uso,sovrapporre,,v.tr.,,-porre,,-rre verb,Irr PP: sovrapposto,,,http://dizionario.internazionale.it/parola/sovrapporre
6239,Alto Uso,spaccare,1,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/spaccare
6240,Alta Disponibilità,spaccatura,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/spaccatura
6241,Alto Uso,spacciare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/spacciare
6242,Alta Disponibilità,spacciatore,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/spacciatore
6243,Alta Disponibilità,spaccio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/spaccio
6244,Alto Uso,spada,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/spada
6245,Alto Uso,spaghetto,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/spaghetto
6246,Fondamentale,spagnolo,,"agg., s.m.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/spagnolo
6247,Alta Disponibilità,spago,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/spago
6248,Alto Uso,spalancare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/spalancare
6249,Fondamentale,spalla,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/spalla
6250,Alta Disponibilità,spalmabile,,agg.,,spalmare,,,,,,http://dizionario.internazionale.it/parola/spalmabile
6251,Alta Disponibilità,spalmare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/spalmare
6252,Alto Uso,spam,,s.m.inv.,,,,,,,,http://dizionario.internazionale.it/parola/spam
6253,Fondamentale,sparare,1,v.intr. e tr.,,,,,,,,http://dizionario.internazionale.it/parola/sparare
6254,Alta Disponibilità,sparecchiare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/sparecchiare
6255,Alto Uso,spargere,,v.tr.,,,,,Irr PP: sparso,,,http://dizionario.internazionale.it/parola/spargere
6256,Fondamentale,sparire,,v.intr.,,,,"finire ""isc"" conjugation",,Essere,,http://dizionario.internazionale.it/parola/sparire
6257,Alto Uso,sparo,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/sparo
6258,Alto Uso,sparso,,"p.pass., agg.",,,,,,,,http://dizionario.internazionale.it/parola/sparso
6259,Alto Uso,spassare,1,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/spassare
6260,Alta Disponibilità,spasso,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/spasso
6261,Alta Disponibilità,spavaldo,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/spavaldo
6262,Fondamentale,spaventare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/spaventare
6263,Alto Uso,spaventato,,"p.pass., agg.",,spaventare,,,,,,http://dizionario.internazionale.it/parola/spaventato
6264,Alto Uso,spaventoso,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/spaventoso
6265,Alto Uso,spaziale,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/spaziale
6266,Fondamentale,spazio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/spazio
6267,Alta Disponibilità,spazioso,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/spazioso
6268,Alto Uso,spazzare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/spazzare
6269,Alto Uso,spazzatura,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/spazzatura
6270,Alta Disponibilità,spazzino,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/spazzino
6271,Alta Disponibilità,spazzola,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/spazzola
6272,Alta Disponibilità,spazzolare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/spazzolare
6273,Alta Disponibilità,spazzolino,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/spazzolino
6274,Alta Disponibilità,spazzolone,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/spazzolone
6275,Alta Disponibilità,specchiarsi,,v.pronom.intr.,,,,,,,,http://dizionario.internazionale.it/parola/specchiarsi
6276,Fondamentale,specchio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/specchio
6277,Fondamentale,speciale,,"agg., s.m., s.f.",,,,,,,,http://dizionario.internazionale.it/parola/speciale
6278,Alto Uso,specialista,,s.m. e f.,,,,,,,,http://dizionario.internazionale.it/parola/specialista
6279,Alto Uso,specializzato,,"p.pass., agg., s.m.",,specializzare,,,,,,http://dizionario.internazionale.it/parola/specializzato
6280,Alto Uso,specialmente,,avv.,,speciale,,,,,,http://dizionario.internazionale.it/parola/specialmente
6281,Fondamentale,specie,,"s.f., avv.",,,,,,,,http://dizionario.internazionale.it/parola/specie
6282,Alto Uso,specificare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/specificare
6283,Fondamentale,specifico,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/specifico
6284,Alta Disponibilità,speck,,s.m.inv.,,,,,,,,http://dizionario.internazionale.it/parola/speck
6285,Alto Uso,spedire,,v.tr.,,,,"finire ""isc"" conjugation",,,,http://dizionario.internazionale.it/parola/spedire
6286,Alto Uso,spedizione,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/spedizione
6287,Fondamentale,spegnere,,v.tr.,,,,,Irr PP: spento,,,http://dizionario.internazionale.it/parola/spegnere
6288,Alta Disponibilità,spellare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/spellare
6289,Fondamentale,spendere,,v.tr.,,,,,Irr PP: speso,,,http://dizionario.internazionale.it/parola/spendere
6290,Alta Disponibilità,spennare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/spennare
6291,Alta Disponibilità,spensierato,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/spensierato
6292,Alto Uso,spento,,"p.pass., agg.",,,,,,,,http://dizionario.internazionale.it/parola/spento
6293,Fondamentale,speranza,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/speranza
